epoch,loss,masterCategory_accuracy,masterCategory_loss,subCategory_accuracy,subCategory_loss,val_loss,val_masterCategory_accuracy,val_masterCategory_loss,val_subCategory_accuracy,val_subCategory_loss,learning_rate
0,1.2851818799972534,0.8461235165596008,0.25741517543792725,0.6643590927124023,1.0277069807052612,1.1095234155654907,0.8701035380363464,0.22410911321640015,0.708802342414856,0.8840340971946716,9.999999747378752e-05
1,1.0679841041564941,0.8811594247817993,0.206374853849411,0.7169269919395447,0.8615289330482483,1.0191248655319214,0.8786582350730896,0.21737971901893616,0.7241107821464539,0.8000755906105042,9.999999747378752e-05
2,0.9334297180175781,0.8967496752738953,0.17765280604362488,0.7493175864219666,0.7558338642120361,0.9034556746482849,0.8779829144477844,0.20218254625797272,0.7658712267875671,0.6994046568870544,9.999999747378752e-05
3,0.8352365493774414,0.9135781526565552,0.15530714392662048,0.7692134380340576,0.6795880794525146,0.7892643213272095,0.9083746075630188,0.16744334995746613,0.7835434675216675,0.6203126907348633,9.999999747378752e-05
4,0.7663730382919312,0.9223300814628601,0.14087286591529846,0.7822710275650024,0.6255483031272888,0.6650079488754272,0.9347140789031982,0.12115879356861115,0.8076316714286804,0.5418075323104858,9.999999747378752e-05
5,0.7071226239204407,0.9299001097679138,0.1295672208070755,0.7941747307777405,0.577549159526825,0.7324220538139343,0.8973435163497925,0.1742629110813141,0.7947996258735657,0.5561904907226562,9.999999747378752e-05
6,0.6634297370910645,0.9361755847930908,0.12173309922218323,0.8047277331352234,0.5418516993522644,0.8902580738067627,0.8613237142562866,0.2415408492088318,0.7763394713401794,0.6455636620521545,9.999999747378752e-05
7,0.6271616816520691,0.9379485249519348,0.11295843869447708,0.8115097880363464,0.5141019821166992,0.6008245348930359,0.9383160471916199,0.11095602065324783,0.822489857673645,0.48780331015586853,9.999999747378752e-05
8,0.5954431891441345,0.9411847591400146,0.10721436142921448,0.8204305768013,0.48813334107398987,0.5751299262046814,0.9379783868789673,0.11347372084856033,0.8263169527053833,0.45951566100120544,9.999999747378752e-05
9,0.5628547072410583,0.947910487651825,0.10005874186754227,0.8268186450004578,0.46292513608932495,0.5564940571784973,0.9504727721214294,0.09394462406635284,0.8255290389060974,0.45989686250686646,9.999999747378752e-05
10,0.5420979857444763,0.9486140608787537,0.09596125781536102,0.829238772392273,0.44634538888931274,0.5094326138496399,0.9466456770896912,0.09791572391986847,0.8417379856109619,0.40919551253318787,9.999999747378752e-05
11,0.5189310908317566,0.9516251683235168,0.09261362999677658,0.8371183276176453,0.4262157678604126,0.5006254315376282,0.9506978988647461,0.09099778532981873,0.8411751389503479,0.407604455947876,9.999999747378752e-05
12,0.5026443004608154,0.954017162322998,0.0879100114107132,0.841029942035675,0.4145418405532837,0.4770890474319458,0.9556506276130676,0.08134172111749649,0.8469157814979553,0.3939705193042755,9.999999747378752e-05
13,0.48293226957321167,0.9548614025115967,0.08462867885828018,0.8460109829902649,0.39824172854423523,0.4669109880924225,0.9558757543563843,0.08157549053430557,0.8531067371368408,0.38303473591804504,9.999999747378752e-05
14,0.4698796570301056,0.955339789390564,0.08220980316400528,0.8485718369483948,0.3879380524158478,0.43280598521232605,0.9612786769866943,0.07573878020048141,0.8571589589118958,0.3547864854335785,9.999999747378752e-05
15,0.4500029981136322,0.9593358635902405,0.07874967902898788,0.8554945588111877,0.3712072968482971,0.4633497893810272,0.9515984058380127,0.08748464286327362,0.8565961122512817,0.3733508288860321,9.999999747378752e-05
16,0.43831104040145874,0.9595047235488892,0.07705654203891754,0.8554945588111877,0.36119845509529114,0.5027720928192139,0.9312246441841125,0.11026128381490707,0.8524313569068909,0.38987478613853455,9.999999747378752e-05
17,0.43271997570991516,0.9600675106048584,0.07527501881122589,0.8563669323921204,0.35755032300949097,0.5040886402130127,0.9468708038330078,0.09000448882579803,0.8395992517471313,0.4115433096885681,9.999999747378752e-05
18,0.4184267520904541,0.9631630778312683,0.07262301445007324,0.8620233535766602,0.34584951400756836,0.4104539752006531,0.9590274691581726,0.07447327673435211,0.8692030906677246,0.3338826596736908,4.999999873689376e-05
19,0.40813902020454407,0.9646826982498169,0.07009797543287277,0.8654565811157227,0.3381054699420929,0.38876873254776,0.9631922841072083,0.06880128383636475,0.8733678460121155,0.31797900795936584,4.999999873689376e-05
20,0.4027597904205322,0.9643168449401855,0.06910935044288635,0.8662164211273193,0.3337366282939911,0.3831554651260376,0.96476811170578,0.06749442964792252,0.8728050589561462,0.3136231601238251,4.999999873689376e-05
21,0.39858853816986084,0.9647389650344849,0.06828095763921738,0.8684114217758179,0.3301793932914734,0.390741229057312,0.9595902562141418,0.07251115888357162,0.8717919588088989,0.3162607252597809,4.999999873689376e-05
22,0.39266878366470337,0.9663430452346802,0.06635326892137527,0.8696777820587158,0.32631516456604004,0.37148669362068176,0.9651058316230774,0.06646251678466797,0.875056266784668,0.3029927611351013,4.999999873689376e-05
23,0.38853883743286133,0.9662867784500122,0.06524204462766647,0.8691993951797485,0.3232434093952179,0.3996668756008148,0.9537370800971985,0.08122546225786209,0.8722422122955322,0.3162708580493927,4.999999873689376e-05
24,0.3863256573677063,0.9653299450874329,0.06706259399652481,0.8721823692321777,0.3190338611602783,0.37549570202827454,0.9622917771339417,0.07046831399202347,0.8793336153030396,0.303000807762146,4.999999873689376e-05
25,0.3782503306865692,0.9664837718009949,0.06445498764514923,0.8723512291908264,0.31382495164871216,0.36529484391212463,0.9657811522483826,0.06471572816371918,0.8762944340705872,0.29858794808387756,4.999999873689376e-05
26,0.37136536836624146,0.9677501320838928,0.06281939148902893,0.8749402165412903,0.30846989154815674,0.3666267395019531,0.9672445058822632,0.06397183239459991,0.8777577877044678,0.30066320300102234,4.999999873689376e-05
27,0.3717111051082611,0.9680596590042114,0.06310105323791504,0.8758125901222229,0.3086110055446625,0.3738885521888733,0.9670193791389465,0.06590010970830917,0.8724673390388489,0.30592721700668335,4.999999873689376e-05
28,0.36928555369377136,0.9679189324378967,0.06208445131778717,0.8757844567298889,0.30717694759368896,0.36421868205070496,0.9656686186790466,0.06583631038665771,0.8833858370780945,0.29638078808784485,4.999999873689376e-05
29,0.3649764358997345,0.9677782654762268,0.06277983635663986,0.8768256902694702,0.3021763265132904,0.35184168815612793,0.9684826731681824,0.06197207421064377,0.878995954990387,0.2878608703613281,4.999999873689376e-05
30,0.3602374494075775,0.9679470658302307,0.06154124066233635,0.8766568303108215,0.2988237738609314,0.3694177567958832,0.9606033563613892,0.07132494449615479,0.8740432262420654,0.2960362136363983,4.999999873689376e-05
31,0.35389283299446106,0.9692134261131287,0.05998292565345764,0.8798930644989014,0.2936640977859497,0.3864593505859375,0.955425500869751,0.07782220840454102,0.8757316470146179,0.3065183460712433,4.999999873689376e-05
32,0.3529749810695648,0.9681440591812134,0.059664007276296616,0.88006192445755,0.29318779706954956,0.36620041728019714,0.9637550711631775,0.06707978248596191,0.8760693669319153,0.29714542627334595,4.999999873689376e-05
33,0.3446435332298279,0.9706486463546753,0.0575290210545063,0.8815534114837646,0.28718212246894836,0.3372289538383484,0.968820333480835,0.060735151171684265,0.8867627382278442,0.27456018328666687,2.499999936844688e-05
34,0.34535250067710876,0.9704797863960266,0.05782528594136238,0.8822850584983826,0.2874411940574646,0.34233295917510986,0.9663439989089966,0.06281246244907379,0.8860873579978943,0.2776322364807129,2.499999936844688e-05
35,0.3416939973831177,0.970761239528656,0.05690846964716911,0.8832981586456299,0.2846824526786804,0.3266142010688782,0.9710716009140015,0.056850988417863846,0.8905898332595825,0.26791051030158997,2.499999936844688e-05
36,0.33527544140815735,0.9712114930152893,0.05625426769256592,0.8842549324035645,0.2792135775089264,0.3271951973438263,0.9703962206840515,0.05703156813979149,0.8905898332595825,0.2682795524597168,2.499999936844688e-05
37,0.3391565680503845,0.9707049131393433,0.05753866583108902,0.8845645189285278,0.28165310621261597,0.3302745223045349,0.968707799911499,0.06030411645770073,0.8878883123397827,0.2681125998497009,2.499999936844688e-05
38,0.336367666721344,0.9712396264076233,0.05630793049931526,0.8855776190757751,0.2801657021045685,0.3209628164768219,0.9725348949432373,0.055158451199531555,0.8903647065162659,0.2639385759830475,2.499999936844688e-05
39,0.33690425753593445,0.9719431400299072,0.05701535567641258,0.8855494856834412,0.280065655708313,0.333692342042923,0.9676947593688965,0.06061749532818794,0.8891265392303467,0.2711641192436218,2.499999936844688e-05
40,0.3328857123851776,0.970733106136322,0.05642308294773102,0.8852680325508118,0.2763356864452362,0.32210102677345276,0.9701710939407349,0.057472795248031616,0.8920531272888184,0.2627527415752411,2.499999936844688e-05
41,0.3322591483592987,0.9721401333808899,0.05671482905745506,0.8869002461433411,0.2753424346446991,0.3186343312263489,0.9728725552558899,0.055393852293491364,0.8908149600028992,0.2613733410835266,2.499999936844688e-05
42,0.3303295969963074,0.9709863662719727,0.056365545839071274,0.8865906596183777,0.2739337086677551,0.3214725852012634,0.9712967276573181,0.0563940703868866,0.8918280005455017,0.2632250189781189,2.499999936844688e-05
43,0.3301889896392822,0.9706205129623413,0.055809155106544495,0.8868157863616943,0.2743164598941803,0.3190438151359558,0.971409261226654,0.055936504155397415,0.8910400867462158,0.26125916838645935,2.499999936844688e-05
44,0.32808467745780945,0.9722245931625366,0.055684804916381836,0.8878007531166077,0.2724776864051819,0.31274089217185974,0.9732102751731873,0.05441702529788017,0.8937415480613708,0.25647661089897156,2.499999936844688e-05
45,0.32473263144493103,0.9723652601242065,0.05493176728487015,0.888757586479187,0.2697698771953583,0.3169730305671692,0.9717469811439514,0.05514935031533241,0.8932912945747375,0.25998973846435547,2.499999936844688e-05
46,0.32303059101104736,0.9725059866905212,0.05440078675746918,0.8897987604141235,0.26876741647720337,0.3180091679096222,0.9711841344833374,0.05570222809910774,0.8939666748046875,0.2604644298553467,2.499999936844688e-05
47,0.31999799609184265,0.9723089933395386,0.05368641018867493,0.8910933136940002,0.2663990557193756,0.32133474946022034,0.9708464741706848,0.05711977928876877,0.8892390727996826,0.26239126920700073,2.499999936844688e-05
48,0.32260316610336304,0.9731532335281372,0.054381005465984344,0.890023946762085,0.268203467130661,0.30729445815086365,0.9738856554031372,0.053079165518283844,0.8944169282913208,0.2523781657218933,1.249999968422344e-05
49,0.31905093789100647,0.9728155136108398,0.05343558266758919,0.8890952467918396,0.26559779047966003,0.30421769618988037,0.9735479354858398,0.052887458354234695,0.89565509557724,0.24954065680503845,1.249999968422344e-05
50,0.3171975612640381,0.9733502268791199,0.053297944366931915,0.8901927471160889,0.2638239562511444,0.302670955657959,0.9733228087425232,0.05286088213324547,0.8971183896064758,0.24800649285316467,1.249999968422344e-05
51,0.3180430233478546,0.9734909534454346,0.05319945141673088,0.8904178738594055,0.26482152938842773,0.3056659698486328,0.9744484424591064,0.053288884460926056,0.8945294618606567,0.2505887448787689,1.249999968422344e-05
52,0.31663787364959717,0.9731813669204712,0.05266804248094559,0.8895736336708069,0.26389217376708984,0.3018973767757416,0.9738856554031372,0.05294831842184067,0.8961053490638733,0.24715641140937805,1.249999968422344e-05
53,0.31535157561302185,0.9738567471504211,0.05230235680937767,0.8903053402900696,0.26306435465812683,0.30147817730903625,0.972760021686554,0.052842993289232254,0.8975686430931091,0.24687039852142334,1.249999968422344e-05
54,0.3142818212509155,0.9731251001358032,0.052452340722084045,0.8901083469390869,0.26163387298583984,0.3020695149898529,0.9739981889724731,0.052644968032836914,0.8952048420906067,0.2476346492767334,1.249999968422344e-05
55,0.3125685751438141,0.9744195938110352,0.0521581768989563,0.8902490735054016,0.26027554273605347,0.30177032947540283,0.9734354019165039,0.05241592973470688,0.8958802223205566,0.24760663509368896,1.249999968422344e-05
56,0.3136892318725586,0.9732376337051392,0.0523911714553833,0.8918812274932861,0.2615545988082886,0.30153337121009827,0.9744484424591064,0.05253024399280548,0.895542562007904,0.24720895290374756,1.249999968422344e-05
57,0.3094330430030823,0.9737442135810852,0.05152931064367294,0.8918812274932861,0.2578849792480469,0.29889920353889465,0.9748986959457397,0.05200396105647087,0.8975686430931091,0.24512268602848053,6.24999984211172e-06
58,0.3132983148097992,0.9726467132568359,0.05294829234480858,0.8917686939239502,0.2602367699146271,0.29848870635032654,0.9744484424591064,0.05199212208390236,0.8976812362670898,0.24470362067222595,6.24999984211172e-06
59,0.3100898265838623,0.9728718400001526,0.05252877250313759,0.8932320475578308,0.25750666856765747,0.2977621257305145,0.9751238226890564,0.05181826278567314,0.8974561095237732,0.24416495859622955,6.24999984211172e-06
60,0.30947205424308777,0.9736316204071045,0.05174737796187401,0.8925284743309021,0.25788384675979614,0.2970541715621948,0.9752363562583923,0.051624953746795654,0.8967807292938232,0.24368035793304443,6.24999984211172e-06
61,0.3113769590854645,0.9733220934867859,0.05152497813105583,0.8905304670333862,0.25965702533721924,0.29853859543800354,0.9752363562583923,0.05172688141465187,0.8963304758071899,0.24501334130764008,6.24999984211172e-06
62,0.30846333503723145,0.9738567471504211,0.051709942519664764,0.8936541676521301,0.2569202780723572,0.29632747173309326,0.9759117364883423,0.0514642633497715,0.8973435163497925,0.24309855699539185,6.24999984211172e-06
63,0.3105194866657257,0.9738004803657532,0.05218235030770302,0.8919656872749329,0.2580968141555786,0.2971782088279724,0.9751238226890564,0.051461171358823776,0.8971183896064758,0.24393217265605927,6.24999984211172e-06
64,0.31257376074790955,0.9741663336753845,0.052387017756700516,0.8922189474105835,0.26025110483169556,0.29734331369400024,0.9739981889724731,0.05176857113838196,0.8985817432403564,0.24381913244724274,6.24999984211172e-06
65,0.30679887533187866,0.9747291207313538,0.0507127046585083,0.8928099274635315,0.25644269585609436,0.29667437076568604,0.9739981889724731,0.05178031325340271,0.8988068699836731,0.24313032627105713,6.24999984211172e-06
66,0.30858883261680603,0.9747572541236877,0.05082155391573906,0.8910933136940002,0.2580018937587738,0.2965243458747864,0.9750112295150757,0.05159968510270119,0.8974561095237732,0.24313490092754364,3.12499992105586e-06
67,0.3074479103088379,0.9743351340293884,0.05076594650745392,0.8934290409088135,0.2566177546977997,0.2964206635951996,0.9751238226890564,0.051401976495981216,0.8974561095237732,0.24322660267353058,3.12499992105586e-06
68,0.307375967502594,0.9748417139053345,0.05103369429707527,0.8939636945724487,0.2564407289028168,0.29549840092658997,0.9757992029190063,0.05131209269165993,0.8977937698364258,0.24240747094154358,3.12499992105586e-06
