epoch,loss,masterCategory_accuracy,masterCategory_loss,subCategory_accuracy,subCategory_loss,val_loss,val_masterCategory_accuracy,val_masterCategory_loss,val_subCategory_accuracy,val_subCategory_loss,learning_rate
69,0.3067219853401184,0.9739693403244019,0.05156145617365837,0.8936259746551514,0.2552122473716736,0.29557251930236816,0.9748986959457397,0.05137956887483597,0.8982440233230591,0.24239927530288696,3.12499992105586e-06
70,0.3096897602081299,0.9738004803657532,0.0513981431722641,0.8915154337882996,0.25827476382255554,0.2955015003681183,0.9757992029190063,0.05126612260937691,0.8976812362670898,0.24244414269924164,3.12499992105586e-06
71,0.3075326085090637,0.9739693403244019,0.051418691873550415,0.893203854560852,0.25610992312431335,0.29502567648887634,0.9755740761756897,0.05114484950900078,0.8968932628631592,0.24210630357265472,3.12499992105586e-06
72,0.30983084440231323,0.9741100072860718,0.05152555927634239,0.8931194543838501,0.25825047492980957,0.2951640188694,0.9748986959457397,0.05123921111226082,0.8977937698364258,0.24213117361068726,3.12499992105586e-06
73,0.3068545460700989,0.9744477272033691,0.05170610174536705,0.8924722075462341,0.2552243769168854,0.29581326246261597,0.9751238226890564,0.051430992782115936,0.8974561095237732,0.2425883412361145,3.12499992105586e-06
74,0.3083750307559967,0.9740537405014038,0.05153448134660721,0.8925003409385681,0.2568972706794739,0.29512619972229004,0.975348949432373,0.05109323933720589,0.8974561095237732,0.2422570139169693,3.12499992105586e-06
75,0.30590781569480896,0.9736878871917725,0.051143988966941833,0.8928943276405334,0.2549988031387329,0.2950511574745178,0.975461483001709,0.051154717803001404,0.8972309827804565,0.24210985004901886,1.56249996052793e-06
76,0.30370527505874634,0.9742226004600525,0.050286997109651566,0.8936823010444641,0.25336548686027527,0.2948080003261566,0.975348949432373,0.05111910402774811,0.8981314897537231,0.24190831184387207,1.56249996052793e-06
77,0.30634286999702454,0.9745603203773499,0.050701335072517395,0.8921626806259155,0.2557298243045807,0.29451197385787964,0.9752363562583923,0.05112714692950249,0.8972309827804565,0.24160927534103394,1.56249996052793e-06
78,0.3024953603744507,0.9742507338523865,0.05074095353484154,0.8940199613571167,0.25179341435432434,0.2943616211414337,0.9751238226890564,0.0510401651263237,0.8980188965797424,0.241538867354393,1.56249996052793e-06
79,0.30813169479370117,0.9735472202301025,0.051979850977659225,0.8929224610328674,0.25622889399528503,0.29432594776153564,0.9751238226890564,0.05103849992156029,0.8985817432403564,0.24150992929935455,1.56249996052793e-06
80,0.3054388463497162,0.9745884537696838,0.050656892359256744,0.8940480947494507,0.25469163060188293,0.29398298263549805,0.975461483001709,0.05096324533224106,0.8981314897537231,0.24124526977539062,1.56249996052793e-06
81,0.30286410450935364,0.9742226004600525,0.05043040215969086,0.8935415744781494,0.2524474263191223,0.29423078894615173,0.9750112295150757,0.05101887509226799,0.8985817432403564,0.24143262207508087,1.56249996052793e-06
82,0.3069019317626953,0.9739412069320679,0.05135666951537132,0.8933445811271667,0.2554609775543213,0.2943880259990692,0.9752363562583923,0.0510404147207737,0.8984691500663757,0.24156774580478668,1.56249996052793e-06
83,0.30428236722946167,0.9750105738639832,0.05082934722304344,0.8934008479118347,0.2534087002277374,0.2945087254047394,0.9752363562583923,0.05109008029103279,0.8980188965797424,0.2416340708732605,1.56249996052793e-06
84,0.304747074842453,0.9746165871620178,0.050827085971832275,0.8941325545310974,0.2537669241428375,0.2942360043525696,0.9751238226890564,0.05105426535010338,0.8981314897537231,0.2414007931947708,9.999999974752427e-07
85,0.3045908808708191,0.9735190868377686,0.05157679319381714,0.8939355611801147,0.25303763151168823,0.29411575198173523,0.9755740761756897,0.05103551596403122,0.8980188965797424,0.24129986763000488,9.999999974752427e-07
86,0.3049841821193695,0.9736316204071045,0.0515921376645565,0.893203854560852,0.25317585468292236,0.29391032457351685,0.9757992029190063,0.05104600265622139,0.8980188965797424,0.2410847246646881,9.999999974752427e-07
87,0.30431532859802246,0.9731532335281372,0.05116657912731171,0.8930069208145142,0.2530883252620697,0.29420894384384155,0.9751238226890564,0.05109067261219025,0.8983566164970398,0.24133609235286713,9.999999974752427e-07
88,0.3047558069229126,0.9746728539466858,0.05101257190108299,0.8945265412330627,0.2539178133010864,0.2939024865627289,0.9752363562583923,0.05107400193810463,0.8982440233230591,0.24104703962802887,9.999999974752427e-07
89,0.30564457178115845,0.9745884537696838,0.051125667989254,0.8928380608558655,0.2546027898788452,0.2939322292804718,0.9752363562583923,0.05103512108325958,0.8983566164970398,0.2411102056503296,9.999999974752427e-07
90,0.30772507190704346,0.9745884537696838,0.0515640564262867,0.8931194543838501,0.25605112314224243,0.29381826519966125,0.9751238226890564,0.051022063940763474,0.8986942768096924,0.24101322889328003,9.999999974752427e-07
91,0.30570343136787415,0.9743351340293884,0.0506235808134079,0.8938511610031128,0.2551783323287964,0.2938719689846039,0.975461483001709,0.05099784582853317,0.8977937698364258,0.2410978078842163,9.999999974752427e-07
92,0.308559387922287,0.9733502268791199,0.05193384364247322,0.8921063542366028,0.25645673274993896,0.2937016785144806,0.9755740761756897,0.05095715820789337,0.8981314897537231,0.2409626543521881,9.999999974752427e-07
93,0.3064494729042053,0.9739412069320679,0.051458656787872314,0.8927536010742188,0.2550140619277954,0.29360494017601013,0.9751238226890564,0.05099586024880409,0.8984691500663757,0.24082785844802856,9.999999974752427e-07
94,0.3042612373828888,0.9739693403244019,0.05096295103430748,0.894413948059082,0.2532348930835724,0.2935849130153656,0.9751238226890564,0.050980228930711746,0.8985817432403564,0.24082240462303162,9.999999974752427e-07
95,0.30239924788475037,0.9738567471504211,0.05035705491900444,0.8947235345840454,0.25214365124702454,0.2937154471874237,0.9752363562583923,0.05099545046687126,0.8979063630104065,0.24094124138355255,9.999999974752427e-07
96,0.3039408028125763,0.9739974737167358,0.05109325423836708,0.8934290409088135,0.2527436316013336,0.2936408221721649,0.975461483001709,0.05104322358965874,0.8980188965797424,0.24082189798355103,9.999999974752427e-07
97,0.30515405535697937,0.9745039939880371,0.0514211431145668,0.8940199613571167,0.25398802757263184,0.29362326860427856,0.975348949432373,0.05099766328930855,0.8986942768096924,0.2408430129289627,9.999999974752427e-07
98,0.3040223717689514,0.9742507338523865,0.05112875625491142,0.8945546746253967,0.252875417470932,0.2936075031757355,0.975461483001709,0.050939951092004776,0.8979063630104065,0.24088580906391144,9.999999974752427e-07
99,0.3048146367073059,0.9733502268791199,0.05108035355806351,0.8922752141952515,0.2538471221923828,0.2933821678161621,0.9755740761756897,0.05094832181930542,0.8982440233230591,0.24066027998924255,9.999999974752427e-07
